기업명,종목코드,사업연도,보고서구분,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,부채비율,영업이익률,순이익률,매출성장률,영업이익성장률
삼성물산,28260,2024,사업보고서,42103238027336,2983396694918,2772012091811,61990426835548,24731886937019,37258539898529,0.6637910933808611,0.07085907960287986,0.06583845380279874,0.004954133829050855,0.03944809105294644
삼성바이오,207940,2022,사업보고서,3001295197683,983627394377,798056210082,16582050258486,7597575863329,8984474395157,0.845633871183873,0.32773430455503355,0.26590393730616685,0.0,0.0
삼성바이오,207940,2023,사업보고서,3694588767068,1113680009715,857691298384,16046197209196,6215704796851,9830492412345,0.6322882451997421,0.3014354451683154,0.2321479743643182,0.23099812704868983,0.13221735799699985
삼성바이오,207940,2024,사업보고서,4547322176421,1320052380133,1083315885986,17336296349511,6431620287493,10904676062018,0.5898038832987375,0.29029224869480347,0.23823161059562992,0.23080604178573383,0.18530670265942217
삼성생명,32830,2023,사업보고서,0,2398377000000,2033709000000,314655050000000,270317609000000,44337441000000,6.0968247806633675,0.0,0.0,0.0,0.0
삼성생명,32830,2024,사업보고서,0,2499751000000,2260255000000,312218844000000,279480913000000,32737931000000,8.536914351734689,0.0,0.0,0.0,0.042267750232761525
삼성엔지니어링,28050,2022,사업보고서,10054344625186,702942994188,595319035026,7848723222714,5271682815759,2577040406955,2.0456345199445116,0.06991435249067722,0.059210128279742244,0.0,0.0
삼성엔지니어링,28050,2023,사업보고서,10624917993595,993128866188,695607943011,7801398613122,4503060317148,3298338295974,1.365251200170856,0.09347167354954514,0.06546948818149298,0.05674893687050675,0.41281565418431443
삼성엔지니어링,28050,2024,사업보고서,9966551344477,971611686017,638672451980,10013337796132,6117596009939,3895741786193,1.5703289246788716,0.09748725034717472,0.06408158949925268,-0.061964398173697144,-0.02166605050318493
삼성전기,9150,2022,사업보고서,9424551868027,1182835924271,993519182170,10997170898641,3303686219356,7693484679285,0.42941350468290407,0.12550580025813185,0.10541818816240332,0.0,0.0
삼성전기,9150,2023,사업보고서,8909448483915,639423737120,450482125173,11657871601848,3627546626400,8030324975448,0.4517309869140912,0.07176917160185696,0.050562290806921935,-0.054655477663558716,-0.45941467958534765
삼성전기,9150,2024,사업보고서,10294102976435,735005856995,703215637082,12792402920884,3776548889114,9015854031770,0.4188786637190692,0.07140067072163128,0.06831247352894987,0.15541416452655143,0.14948165719575446
삼성전자,5930,2022,사업보고서,302231360000000,43376630000000,55654077000000,448424507000000,93674903000000,354749604000000,0.26405921794911996,0.1435212745626397,0.1841439518387503,0.0,0.0
삼성전자,5930,2023,사업보고서,258935494000000,6566976000000,15487100000000,455905980000000,92228115000000,363677865000000,0.2535983733846436,0.02536143615753196,0.059810649211343735,-0.14325404881875925,-0.8486056662308713
삼성전자,5930,2024,사업보고서,300870903000000,32725961000000,34451351000000,514531948000000,112339878000000,402192070000000,0.27931897811908624,0.10877077402197313,0.11450542626915305,0.1619531117661297,3.9834141315576606
삼성중공업,10140,2022,사업보고서,5944667452285,-854420950816,-627411807133,14491697984864,10919760587958,3571937396906,3.057097416493542,-0.14372897351685826,-0.10554195203834937,0.0,0.0
삼성중공업,10140,2023,사업보고서,8009429912108,233344768042,-155556375770,15593389152394,12184181554327,3409207598067,3.5739042589355243,0.0291337549117258,-0.019421653910079495,0.34733018733105925,-1.2731028163800855
삼성중공업,10140,2024,사업보고서,9903077919464,502698683088,53877228765,17194637128138,13445186022785,3749451105353,3.5859078155705606,0.050761862844678936,0.005440452877696441,0.23642731481966495,1.1543173532715278
삼성카드,29780,2023,사업보고서,4004222629932,810006981367,609438704418,28806533713375,20670643151573,8135890561802,2.54067369694249,0.202288198291501,0.1521990060848214,0.0,0.0
삼성카드,29780,2024,사업보고서,4383209688411,885421436897,664593152937,29494082851904,21007901917139,8486180934765,2.475542541295197,0.20200298407762982,0.15162248675762718,0.0946468499643427,0.0931034636303103
삼성화재,810,2023,사업보고서,0,2357283417485,1821614343047,85019029989421,68874631707984,16144398281437,4.266162820523127,0.0,0.0,0.0,0.0
삼성화재,810,2024,사업보고서,0,2649596688033,2076797712983,87269492540789,71667277794649,15602214746140,4.593404139138614,0.0,0.0,0.0,0.12400429595346263
셀트리온,68270,2022,사업보고서,2283967480394,647198174586,542566233270,5891652311251,1617448041462,4274204269789,0.37842085669477066,0.2833657572367685,0.23755427252248076,0.0,0.0
셀트리온,68270,2023,사업보고서,2176431531380,651481422157,539706505110,19917534297169,2791739989934,17125794307235,0.1630137522295591,0.2993346736453125,0.24797770907490518,-0.04708295977815291,0.00661813914067344
셀트리온,68270,2024,사업보고서,3557303554371,492015534847,418883310404,21055222437706,3475160069015,17580062368691,0.19767620820299503,0.13831137189359086,0.11775304075169561,0.6344660987866855,-0.24477426659692292
신세계,4170,2022,사업보고서,7812755198909,645448993543,547639875232,14348412322688,8096632950057,6251779372631,1.29509255964828,0.08261477252392763,0.07009561432418544,0.0,0.0
신세계,4170,2023,사업보고서,6357088542148,639780613579,311968012608,14751983355128,8411994526638,6339988828490,1.326815354758518,0.10064050694546788,0.04907403924605225,-0.18631924586146953,-0.008782072666788321
신세계,4170,2024,사업보고서,6570412728809,477024306786,186608863964,15071774121951,8697075677726,6374698444225,1.3643117009879737,0.07260187852346207,0.02840139145989784,0.033556900339934526,-0.2543939333868279
신한지주,55550,2023,사업보고서,0,6100850000000,4478000000000,691795333000000,635473468000000,56321865000000,11.282891076138903,0.0,0.0,0.0,0.0
신한지주,55550,2024,사업보고서,0,6458670000000,4558170000000,739764256000000,680943223000000,58821033000000,11.576526087190615,0.0,0.0,0.0,0.05865084373488938
쌍용C&E,3410,2022,사업보고서,1965042623424,220871335735,127780122708,3874346066243,2281205119386,1593140946857,1.4318915874244744,0.11240027727751851,0.06502664175566267,0.0,0.0
쌍용C&E,3410,2023,사업보고서,1869406412741,184113128233,219736463096,3639543304965,2060600860514,1578942444451,1.3050512814800372,0.09848748082716044,0.11754344138245114,-0.048668771630183794,-0.16642362115336806
쌍용C&E,3410,2024,사업보고서,1695728234643,190092114409,82665851717,3502828876196,2213498833505,1289330042691,1.7167821738529718,0.11210057751324752,0.048749469418608554,-0.09290552172833622,0.03247452386140237
아모레G,2790,2022,사업보고서,4494956806652,271900712401,149222412761,7651003801454,1117500460491,6533503340963,0.1710415380802862,0.060490172452518205,0.03319774119746126,0.0,0.0
아모레G,2790,2023,사업보고서,4021343038942,152001477210,234714547925,7631430777862,1106298749214,6525132028648,0.16954427042347892,0.037798684603139704,0.05836720360637338,-0.10536558816518726,-0.4409669769977368
아모레G,2790,2024,사업보고서,4259886701995,249277525878,652873028811,8540521424208,1548821316419,6991700107789,0.22152284745359124,0.05851740746092091,0.1532606556191377,0.05931940168818817,0.6399677848762402
아모레퍼시픽,90430,2022,사업보고서,4134932512111,214233255761,129264244958,5801783178159,1022508074100,4779275104059,0.21394626838526037,0.051810580978896764,0.03126151263155851,0.0,0.0
아모레퍼시픽,90430,2023,사업보고서,3673963593157,108171257062,173878928996,5886510888702,1013805677645,4872705211057,0.20805807733751303,0.029442658948356515,0.047327341326914886,-0.11148160643585991,-0.4950771920178604
아모레퍼시픽,90430,2024,사업보고서,3885110699186,220481343913,601641373835,6783507800768,1457499911662,5326007889106,0.2736571071633635,0.056750337631098845,0.15485823195747153,0.05747120260589278,1.0382618257512508
에스원,12750,2022,사업보고서,2467960276573,204138904290,151030832821,2075658595502,552669332935,1522989262567,0.36288458922124983,0.08271563615823933,0.06119662226926959,0.0,0.0
에스원,12750,2023,사업보고서,2620810541515,212609320684,189480545869,2179505358177,581598589518,1597906768659,0.36397529625967534,0.08112349874825286,0.07229845227937302,0.06193384326033291,0.04149339599651669
에스원,12750,2024,사업보고서,2804739466536,209247073877,176718837100,2322698505650,662027523939,1660670981711,0.39865062449450933,0.07460481673024379,0.06300722017444886,0.07018016835153484,-0.015814202294532897
엔씨소프트,36570,2022,사업보고서,2571792281800,559006120606,435990309263,4437632450781,1239083608249,3198548842532,0.3873893034780517,0.21736052501672143,0.16952780842698928,0.0,0.0
엔씨소프트,36570,2023,사업보고서,1779832977766,137283512800,213914315973,4393800423903,1140771883353,3253028540550,0.35067994920208295,0.07713280656947637,0.12018785956056376,-0.3079406177701517,-0.7544150095330343
엔씨소프트,36570,2024,사업보고서,1578123132867,-109215374026,94115833907,3953941191414,890352556840,3063588634574,0.29062405663474655,-0.06920586344082466,0.05963782669861657,-0.11333077171779393,-1.7955461788416591
영풍,670,2022,사업보고서,4429488166601,68871997441,415564249162,5871933652466,1468547025489,4403386626977,0.3335039936062082,0.01554852273007638,0.09381766776022031,0.0,0.0
영풍,670,2023,사업보고서,3761732632263,-169812608768,-83369162564,5568116970055,1285348175271,4282768794784,0.30012084164721436,-0.04514212608083296,-0.02216243702409185,-0.15075230121912864,-3.4656263078978062
영풍,670,2024,사업보고서,2787414358375,-160701935806,-327809725720,5701707714763,1716406429617,3985301285146,0.430684233589662,-0.05765268996450374,-0.1176035147896367,-0.25900784801440424,-0.05365133383261966
오리온홀딩스,1800,2022,사업보고서,2934623360638,399824809538,323574721674,5102168431194,977214307936,4124954123258,0.23690307303688746,0.13624399468116968,0.11026107336774332,0.0,0.0
오리온홀딩스,1800,2023,사업보고서,2953806265859,405463095002,290412989562,5138300057884,818487035311,4319813022573,0.18947279223291164,0.13726800558603555,0.09831822517227434,0.006536752033770243,0.01410188995153927
오리온홀딩스,1800,2024,사업보고서,3195245858433,506240029274,479528618409,5933196336149,1054452244274,4878744091875,0.2161319028866613,0.15843539173610516,0.150075656038615,0.08173846584477551,0.248547735945001
우리금융,316140,2023,사업보고서,0,3499029000000,2626894000000,498004936000000,464607446000000,33397490000000,13.911448016003598,0.0,0.0,0.0,0.0
우리금융,316140,2024,사업보고서,0,4255190000000,3171469000000,525753320000000,489858051000000,35895269000000,13.646869480209217,0.0,0.0,0.0,0.21610595396608612
유한양행,100,2022,사업보고서,1775846942745,36028967211,90592526174,2472728072149,464921702703,2007806369446,0.23155704144482947,0.020288329103018605,0.051013701684204486,0.0,0.0
유한양행,100,2023,사업보고서,1858983759666,56759795062,134031517424,2814070521926,712337878463,2101732643463,0.3389288740785266,0.030532700873189943,0.07209934822027772,0.046815305373385296,0.5753933419626494
유한양행,100,2024,사업보고서,2067791451854,54880319609,55163455235,2942048836634,791378826075,2150670010559,0.36796850385676116,0.026540548641785816,0.026677475228722877,0.11232356985491698,-0.033112794909618826
카카오,35720,2022,사업보고서,0,569355650551,1066994242805,22963651561449,9447968971124,13515682590325,0.6990375001768085,0.0,0.0,0.0,0.0
카카오,35720,2023,사업보고서,7557001757272,460857845673,-1816669011014,25179968939321,11321369715195,13858599224126,0.8169202047120305,0.060984218407720066,-0.2403954728825945,0.0,-0.19056244506048214
카카오,35720,2024,사업보고서,7871692199887,460212161525,-161870567171,25773028304462,11830134144725,13942894159737,0.8484704831861212,0.05846419674941132,-0.020563630164975668,0.04164223493956154,-0.0014010484015024582
카카오뱅크,323410,2023,사업보고서,2494045000000,478485000000,354912000000,54488157000000,48370463000000,6117694000000,7.90664962974611,0.19185098905593123,0.14230376757436214,0.0,0.0
카카오뱅크,323410,2024,사업보고서,2945621000000,606880000000,440065000000,62805282000000,56265151000000,6540131000000,8.603061773533282,0.20602786305502302,0.1493963412129395,0.1810616889430623,0.2683365204760859
크래프톤,259960,2022,사업보고서,0,751606569542,500154032217,6030311640765,917461503208,5112850137557,0.17944228336924764,0.0,0.0,0.0,0.0
크래프톤,259960,2023,사업보고서,1910576180288,768045608970,594060314352,6440456619598,881636358567,5558820261031,0.1586013429409718,0.40199685147033754,0.3109325451039861,0.0,0.02187186766876903
크래프톤,259960,2024,사업보고서,2709774106588,1182487684188,1302592653712,7919463568015,1090331965788,6829131602227,0.15965894776906034,0.43637869345387026,0.48070156495522565,0.41830204654782666,0.5396060733604013
태광산업,3240,2022,사업보고서,2703851289364,-122074282364,-26229443634,4910005420529,702185269043,4207820151486,0.16687625510682103,-0.04514829748374006,-0.009700771539166153,0.0,0.0
태광산업,3240,2023,사업보고서,2265489918200,-99370075160,-14694447321,4738292443387,708793032453,4029499410934,0.17590101403903877,-0.043862510427304185,-0.0064862117473800905,-0.16212480800566198,-0.1859868169144816
태광산업,3240,2024,사업보고서,2121863335311,-27164631033,218362415993,4722277800717,706711261253,4015566539464,0.17599291514848917,-0.01280225289769593,0.1029106881480634,-0.0633975820131284,-0.7266316746841435
포스코인터,47050,2022,사업보고서,37989588330000,902507009000,604912380000,12516336931000,8118209853000,4398127078000,1.8458333988593314,0.02375669357509987,0.015923109635865854,0.0,0.0
포스코인터,47050,2023,사업보고서,33132821374000,1163112035000,680419303000,16617748008000,9992986028000,6624761980000,1.508429443679424,0.03510452737697484,0.020536111166613143,-0.1278446850703212,0.2887567890345326
포스코인터,47050,2024,사업보고서,32340793124000,1116921237000,503409725000,17336325971000,9986863050000,7349462921000,1.3588561718522343,0.034535987807025555,0.015565781676096905,-0.023904642501152096,-0.03971311155764978
포스코퓨처엠,3670,2022,사업보고서,3301915805063,165871669943,121928567124,4637476140189,1986831501348,2650644638841,0.7495653971242053,0.050234978641387616,0.036926613009647474,0.0,0.0
포스코퓨처엠,3670,2023,사업보고서,4759871486264,35882185999,4435219953,6334593297871,3723127307788,2611465990083,1.4256847770281198,0.007538477898520692,0.0009317940549023483,0.44154841227793895,-0.7836750180948289
포스코퓨처엠,3670,2024,사업보고서,3699944235821,721245866,-231338259262,7932459834018,4611953968440,3320505865578,1.388931131322425,0.00019493425306718414,-0.062524796190791,-0.22267980417154742,-0.9798996118569783
하나금융,86790,2023,사업보고서,0,4693407000000,3468356000000,591925995000000,551744278000000,40181717000000,13.731227015510562,0.0,0.0,0.0,0.0
하나금융,86790,2024,사업보고서,0,4855182000000,3768529000000,637847513000000,594270586000000,43576927000000,13.637276120916006,0.0,0.0,0.0,0.034468564094271015
하이트진로,80,2022,사업보고서,2497554821448,190571249139,86816258840,3333438311387,2172409936540,1161028374847,1.8711083928730678,0.07630312956594605,0.03476050178937285,0.0,0.0
하이트진로,80,2023,사업보고서,2520181551629,123919983380,35511119931,3358347205530,2242471577188,1115875628342,2.009607092611144,0.049171054085329825,0.01409069910381903,0.009059552962237483,-0.3497446024000478
하이트진로,80,2024,사업보고서,2599183408023,208141871425,95735005249,3441538598928,2292042901576,1149495697352,1.993955181264265,0.08007971687666228,0.036832724059984015,0.0313476845915861,0.6796473478109983
한국금융지주,71050,2023,사업보고서,20893370651649,820404542965,708063414580,95901185591112,87456133489762,8445052101350,10.35590218274456,0.03926626089411044,0.033889381774984996,0.0,0.0
한국금융지주,71050,2024,사업보고서,21174133586717,1199724124887,1045868641939,109220199166181,99485650231644,9734548934537,10.219852085665826,0.05665989212609924,0.04939369243401281,0.013437895672704148,0.4623567545727041
한국앤컴퍼니,240,2022,사업보고서,1095895770449,245248895826,163859841867,4301818675789,445377543909,3856441131880,0.11548926294432509,0.22378852299568502,0.1495213744641654,0.0,0.0
한국앤컴퍼니,240,2023,사업보고서,1089668057103,256563452628,187234321156,4640995961705,624304502331,4016691459374,0.15542754743434978,0.2354510173585354,0.17182693384055198,-0.005682760636486872,0.046134995894242525
한국앤컴퍼니,240,2024,사업보고서,1390995724547,418268299588,350713050064,5136426181879,683552763446,4452873418433,0.15350824045803382,0.3006970418433283,0.25213093316891055,0.2765316148159027,0.6302723373249164
한국전력,15760,2022,사업보고서,71257863000000,-32655153000000,-24429108000000,234804994000000,192804738000000,42000256000000,4.590561019437596,-0.45826736342065155,-0.34282684003588487,0.0,0.0
한국전력,15760,2023,사업보고서,88219461000000,-4541648000000,-4716144000000,239714965000000,202450215000000,37264750000000,5.4327538759819936,-0.05148124856487164,-0.05345922483022199,0.2380312471621553,-0.8609209394915406
한국전력,15760,2024,사업보고서,93398896000000,8364710000000,3621968000000,246807795000000,205444962000000,41362833000000,4.966897746099741,0.08955898151087353,0.03877955902176831,0.05871079851644079,-2.8417785790532424
한국타이어,161390,2022,사업보고서,8394203036511,705818089039,705774525978,12581364159005,3705654911026,8875709247979,0.4175052164839422,0.08408399057885656,0.08407880091870532,0.0,0.0
한국타이어,161390,2023,사업보고서,8939621475507,1327945320791,728792952155,12763305688360,3133752512020,9629553176340,0.3254307291972478,0.14854603457532717,0.08152391621409981,0.0649756071688612,0.881427157242529
한국타이어,161390,2024,사업보고서,9411947926996,1762260288101,1131097818215,15849744509888,4654891700069,11194852809819,0.4158064227504802,0.18723651063201946,0.1201768036742646,0.05283517347832811,0.3270578694093347
한국항공우주,47810,2022,사업보고서,2786888282702,141617667318,115919395720,7772406693424,6319189867558,1453216825866,4.348415016315458,0.050815695841490996,0.04159456137495813,0.0,0.0
한국항공우주,47810,2023,사업보고서,3819344382446,247510483155,221401119895,7139576928721,5519636411444,1619940517277,3.4073080786460603,0.06480444243063736,0.057968357321370796,0.3704691379817322,0.7477373257336568
한국항공우주,47810,2024,사업보고서,3633742105840,240718310400,170895410977,8025538409393,6298361527272,1727176882121,3.646622180084714,0.06624529297583544,0.04703014303143417,-0.048595323705042714,-0.02744195990578102
한미반도체,42700,2022,사업보고서,327592058714,111859422080,92259257411,455432965985,65336210199,390096755786,0.1674871919079539,0.3414595046019031,0.2816284917686169,0.0,0.0
한미반도체,42700,2023,사업보고서,159008528366,34571410992,267167515858,723839103741,151940478614,571898625127,0.26567729303468596,0.21741859601659097,1.6802087196420283,-0.514614215649164,-0.6909387662733042
한미반도체,42700,2024,사업보고서,558917191547,255391604854,152614498001,710872366678,169984503289,540887863389,0.31426939814094,0.4569399702075971,0.27305386255625036,2.515013925922922,6.387364227427654
한미사이언스,8930,2022,사업보고서,1046054210838,67626014492,69035321647,1109690934182,384942964397,724747969785,0.5311404521922224,0.06464867096880611,0.0659959311207164,0.0,0.0
한미사이언스,8930,2023,사업보고서,1247906379068,124468680998,115119858471,1226170046397,438697577009,787472469388,0.5570957640588281,0.09974200235354158,0.09225039666595612,0.19296530346003293,0.8405443812266116
한미사이언스,8930,2024,사업보고서,1283432295647,98867912225,56693106363,1349078932369,510375220087,838703712282,0.6085286288984434,0.07703399124389262,0.04417304017927961,0.02846841491869978,-0.2056804054460203
한미약품,128940,2022,사업보고서,1331546600126,158090311455,101558192480,1924585730838,915359048755,1009226682083,0.9069905354322765,0.11872683347322611,0.0762708511068181,0.0,0.0
한미약품,128940,2023,사업보고서,1490887463726,220691065020,165366177835,1898668375968,798457731813,1100210644155,0.7257316915218933,0.14802664211050023,0.11091794777167133,0.11966600612019285,0.3959809616974481
한미약품,128940,2024,사업보고서,1495501575568,216186188006,140431062099,2020840493653,780088902015,1240751591638,0.6287228702927973,0.14455764643637453,0.0939023163821566,0.003094876007923908,-0.020412593566448867
한솔케미칼,14680,2022,사업보고서,885470791861,185990108464,166977755320,1253310602636,400814014226,852496588410,0.4701649480774607,0.2100465765483956,0.18857511377542077,0.0,0.0
한솔케미칼,14680,2023,사업보고서,771654641559,124144351473,108690123238,1350979663141,409492209835,941487453306,0.43494175986847466,0.16088071630358752,0.14085332658455818,-0.12853744171819814,-0.3325217534510486
한솔케미칼,14680,2024,사업보고서,776356975793,128825376120,124893890949,1464678817159,393235114115,1071443703044,0.3670142565566521,0.16593574880732276,0.16087173148850595,0.006093832630229112,0.037706303923284556
한전기술,52690,2022,사업보고서,505290773062,13940025562,17953974302,816503301678,273089488378,543413813300,0.5025442520859085,0.0275881260952484,0.03553196547247661,0.0,0.0
한전기술,52690,2023,사업보고서,545091772616,28562398334,32654447903,855008772803,307700361065,547308411738,0.562206526458976,0.05239924682209671,0.05990633053638847,0.07876850652310718,1.0489487775302258
한전기술,52690,2024,사업보고서,553362978026,54806059056,58512128400,946846882988,369373230109,577473652879,0.6396365068215433,0.09904178854087509,0.10573914541361093,0.015173968541673188,0.9188185255003662
한화,880,2022,사업보고서,62278395000000,2516091000000,2243337000000,211175324000000,190296497000000,20878827000000,9.114328932367705,0.04040070396804542,0.036021111334034864,0.0,0.0
한화,880,2023,사업보고서,53134813000000,2411920000000,1635515000000,209738149000000,176539410000000,3399738000000,51.92735734341882,0.045392462376784876,0.03078047908063589,-0.1468178812251022,-0.041401920677749726
한화,880,2024,사업보고서,55646829000000,2416109000000,1690434000000,252036985000000,212475211000000,39561774000000,5.370720003607523,0.04341862857989626,0.030377903474068577,0.047276274407891394,0.0017367906066536598
현대건설,720,2022,사업보고서,21239082000000,574902000000,470876000000,20911708000000,10987431000000,9924277000000,1.1071265947131463,0.027068119045823166,0.022170261407719976,0.0,0.0
현대건설,720,2023,사업보고서,29651357000000,785430000000,654281000000,23714495000000,13258980000000,10455515000000,1.2681326553498322,0.026488838268009116,0.022065802924297866,0.3960752635165681,0.3661980650615235
현대건설,720,2024,사업보고서,32670268000000,-1263420000000,-766221000000,27005385000000,17335972000000,9669413000000,1.792867054080739,-0.038671859073822104,-0.023453159306804583,0.10181358647430527,-2.608571101180245
현대그린푸드,5440,2022,사업보고서,3923177808000,60030394000,42329790000,3185133373000,989203509000,2195929864000,0.45047135849690323,0.015301471648210344,0.010789669005998823,0.0,0.0
현대그린푸드,5440,2023,사업보고서,2629493454000,-11033826000,1100908213000,5051682271000,1530728455000,3520953816000,0.4347482344255776,-0.004196179299558736,0.4186769171550103,-0.3297541985892065,-1.1838039910249465
현대그린푸드,5440,2024,사업보고서,7409277127000,198099994000,791959780000,10084911844000,3092722881000,6992188963000,0.44231111278106344,0.02673675050945358,0.10688759057398933,1.8177583464712441,-18.953880548777914
현대글로비스,86280,2022,사업보고서,26981880971123,1798516596130,1192805576043,13877784500296,6998172212338,6879612287958,1.0172335183172352,0.06665645727422927,0.04420765095360047,0.0,0.0
현대글로비스,86280,2023,사업보고서,25683197164064,1554032510087,1070090664293,14725019903938,6941096283685,7783923620253,0.8917220443459842,0.06050775143607925,0.04166500990734416,-0.04813170024910052,-0.1359365193343638
현대글로비스,86280,2024,사업보고서,28407374301315,1752867442226,1099486986046,16849145438725,8039781176784,8809364261941,0.9126403379093062,0.061704662445513606,0.038704280599249324,0.10606845868327786,0.1279477300818299
현대모비스,12330,2022,사업보고서,51906293000000,2026531000000,2487244000000,55406698000000,17599066000000,37807632000000,0.4654897720121694,0.03904210612767126,0.047917966324430065,0.0,0.0
현대모비스,12330,2023,사업보고서,59254361000000,2295284000000,3423309000000,58585845000000,17930546000000,40655299000000,0.44103835025293997,0.03873611935499566,0.05777311479234414,0.1415641066874107,0.1326172656623561
현대모비스,12330,2024,사업보고서,57236995000000,3073456000000,4060161000000,66596905000000,20478673000000,46118232000000,0.44404722626834436,0.053697018859917435,0.07093595671820298,-0.0340458654173994,0.339030812744741
현대미포조선,10620,2022,사업보고서,3716860942000,-109066121000,-43766777000,4748245499000,2572981743000,2175263756000,1.1828366725198174,-0.029343610832347357,-0.011775198933444522,0.0,0.0
현대미포조선,10620,2023,사업보고서,4039065705000,-152916345000,-138952719000,4909071433000,2893858196000,2015213237000,1.4360059485853804,-0.03785933583865777,-0.03440219326662328,0.0866873332168907,0.4020517425388219
현대미포조선,10620,2024,사업보고서,4630048754000,88527896000,113248354000,5108867288000,3002436522000,2106430766000,1.4253668197704248,0.01912029455921362,0.024459430130657323,0.14631677030369072,-1.5789302379676942
현대위아,11210,2022,사업보고서,8207614000000,212115000000,43482000000,7546451000000,3812800000000,3733651000000,1.0211988212074454,0.025843686118767282,0.005297763759358079,0.0,0.0
현대위아,11210,2023,사업보고서,8590316000000,229216000000,52548000000,6825905000000,3059151000000,3766754000000,0.8121451520327582,0.02668306963329405,0.00611712072058816,0.04662768010288976,0.08062136105414508
현대위아,11210,2024,사업보고서,8180886000000,218810000000,129472000000,7075991000000,3049692000000,4026299000000,0.7574430016250656,0.026746491761405793,0.015826158682568123,-0.04766180894858818,-0.0453982269998604
현대제철,4020,2022,사업보고서,27340601237802,1616457125289,1038192930309,36800955829773,17672412852352,19128542977421,0.9238765792675485,0.059122954584262546,0.037972571315423774,0.0,0.0
현대제철,4020,2023,사업보고서,25914760456167,798325068073,442983461011,35218841930044,15722841602022,19496000328022,0.8064649844831628,0.030805805418240732,0.017093866708136295,-0.05215103973878921,-0.5061266670278863
현대제철,4020,2024,사업보고서,23226141091217,159492008580,8814214272,34743788025637,15410222889378,19333565136259,0.7970709375518644,0.006866918096881455,0.0003794954244608937,-0.10374857099287527,-0.8002167100113963
현대차,5380,2022,사업보고서,142527535000000,9819769000000,3701958000000,255742462000000,164845917000000,90896545000000,1.8135553667083826,0.06889734674777052,0.025973633796445017,0.0,0.0
현대차,5380,2023,사업보고서,162663579000000,15126901000000,12272301000000,282463355000000,180653915000000,101809440000000,1.774431869971979,0.09299500904255893,0.07544590544143874,0.14127827300177476,0.540453853853385
현대차,5380,2024,사업보고서,175231153000000,14239592000000,13229908000000,339798429000000,219522496000000,120275933000000,1.8251572906110818,0.08126176057290452,0.0754997486091985,0.07726114276632257,-0.05865768540430061
현대해상,1450,2023,사업보고서,0,788215580227,607828606638,44087986399072,38032594522814,6055391876258,6.28078170661957,0.0,0.0,0.0,0.0
현대해상,1450,2024,사업보고서,0,1244069529604,850533055882,48523790593883,43780411936254,4743378657629,9.229794856423679,0.0,0.0,0.0,0.5783366388745039
효성,4800,2022,사업보고서,3719325523137,64887143335,24807189262,5267284720508,2369980096744,2897304623764,0.8179947932658416,0.017445943607611973,0.006669808573538573,0.0,0.0
효성,4800,2023,사업보고서,3436688023238,94366525424,-438141363,5088858301845,2312626241262,2776232060583,0.8330089815245328,0.02745856615029291,-0.00012748942005715993,-0.07599160066543853,0.4543177673395722
효성,4800,2024,사업보고서,2272756398560,221133379310,484258153404,4340864429768,1836425734781,2504438694987,0.7332683920180895,0.0972974399940567,0.21307085691665945,-0.3386782904959059,1.3433455700145944
